FirstName,LastName,Height,Weight,Age,Position,College,Experience,Team,InsideScoring,Jumpshot,3P,Handling,Passing,Quickness,PostD,PerimeterD,DriveD,Stealing,Blocking,Oreb,Dreb,Jumping,Strength,Potential,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7
Antonio,Burks,72,195,26,PG,Memphis,1,Grizzlies,51,35,5,62,39,71,23,54,51,62,6,9,26,48,39,67,641748,0,0,0,0,0,0
Lawrence,Roberts,81,240,24,PF,Mississippi State,0,Grizzlies,53,40,5,58,9,42,50,30,46,55,44,56,46,55,67,73,398762,664209,0,0,0,0,0
Anthony,Roberson,74,180,23,SG,Florida,0,Grizzlies,53,45,26,62,14,70,28,48,42,50,12,12,26,61,41,69,398762,664209,0,0,0,0,0
Jason,Richardson,78,225,25,SG,Michigan State,4,Warriors,70,59,84,53,44,78,48,56,52,59,26,29,47,80,58,73,8888888,10000000,11111111,12222222,13333333,14444444,0
Derek,Fisher,73,205,32,PG,Arkansas-Little Rock,9,Warriors,44,75,81,66,60,84,23,60,60,73,6,11,28,59,40,48,5390000,5880000,6370000,6860000,7350000,0,0
Troy,Murphy,83,245,26,PF,Notre Dame,4,Warriors,62,71,61,57,29,46,65,26,25,42,21,56,81,58,86,67,7365079,8285714,9206349,10126984,11047619,11968253,0
Baron,Davis,75,215,27,PG,UCLA,6,Warriors,60,59,66,63,72,85,33,59,58,69,14,18,38,66,46,68,13770000,15070000,16440000,17180000,0,0,0
Mike,Dunleavy,81,230,26,SF,Duke,3,Warriors,46,70,58,63,47,56,47,32,41,48,25,24,51,62,64,76,4506261,0,0,0,0,0,0
Ike,Diogu,80,255,23,C,Arizona State,0,Warriors,58,73,5,39,17,46,49,19,57,40,61,66,53,55,77,92,1988160,2137200,2286360,2912822,3946874,0,0
Mickael,Pietrus,78,215,24,SG,France,2,Warriors,49,53,65,43,21,67,33,38,49,55,18,34,35,72,51,95,1910520,2535260,3470770,0,0,0,0
Adonal,Foyle,82,270,31,C,Colgate,8,Warriors,50,53,5,50,15,33,61,17,71,49,76,59,59,40,83,50,7312500,8125000,8937500,9750000,10562500,0,0
Monta,Ellis,75,177,21,SG,Lanier HS (Jackson MS),0,Warriors,43,63,58,51,30,71,36,62,53,61,22,20,36,67,47,99,450000,0,0,0,0,0,0
Andris,Biedrins,83,245,20,PF,Latvia,1,Warriors,63,23,5,55,14,41,49,26,59,50,61,76,59,55,74,93,1857360,1986960,2636695,3609636,0,0,0
Zarko,Cabarkapa,83,230,25,PF,Serbia & Montenegro,2,Warriors,46,63,12,43,18,45,47,31,46,51,45,45,48,62,65,88,1404360,2157096,3045820,0,0,0,0
Calbert,Cheaney,79,210,35,SG,Indiana,12,Warriors,50,45,5,57,16,59,36,53,48,56,14,26,33,60,49,49,1760000,0,0,0,0,0,0
Will,Bynum,72,185,23,PG,Georgia Tech,0,Warriors,55,55,11,55,21,77,24,64,50,61,7,14,25,53,37,89,115197,0,0,0,0,0,0
Chris,Taft,82,261,21,PF,Pittsburgh,0,Warriors,60,45,5,60,7,42,52,17,54,45,56,54,45,52,69,99,450000,638000,0,0,0,0,0
Aaron,Miles,73,175,23,PG,Kansas,0,FA,54,45,5,61,29,71,27,50,49,58,12,9,29,52,38,86,0,0,0,0,0,0,0
Elton,Brand,80,254,27,PF,Duke,6,Clippers,96,69,5,53,41,56,80,41,71,51,76,55,66,78,80,65,13152000,14248000,15344000,16440000,0,0,0
Sam,Cassell,75,185,37,PG,Florida State,12,Clippers,52,78,70,67,74,91,29,39,44,53,8,12,38,62,44,49,6180000,0,0,0,0,0,0
Cuttino,Mobley,76,215,31,SG,Rhode Island,7,Clippers,54,76,69,60,44,67,42,53,50,56,24,13,40,70,53,51,7000000,7700000,8400000,9100000,9800000,0,0
Chris,Kaman,84,265,24,C,Central Michigan,2,Clippers,65,69,5,39,25,41,72,14,59,41,64,53,81,46,93,94,2753760,3491767,4658018,0,0,0,0
Corey,Maggette,78,225,27,SF,Duke,6,Clippers,56,75,64,42,27,68,44,30,43,51,21,28,55,80,66,61,6720000,7280000,7840000,8400000,0,0,0
Shaun,Livingston,79,182,21,PG,Peoria Central HS (IL),1,Clippers,49,61,5,61,60,64,37,41,53,57,36,20,36,62,44,96,3254880,3481920,4404628,5809705,0,0,0
Vladimir,Radmanovic,82,234,26,SF,Serbia & Montenegro,4,Clippers,42,74,80,58,34,57,48,35,49,57,30,28,58,57,68,70,3166155,0,0,0,0,0,0
Quinton,Ross,78,193,25,SF,Southern Methodist,1,Clippers,41,68,5,66,29,51,34,42,48,59,24,23,37,55,51,64,719373,771331,826046,0,0,0,0
Daniel,Ewing,75,185,23,PG,Duke,0,Clippers,39,70,42,58,31,73,26,55,53,63,12,17,28,52,39,93,398762,0,0,0,0,0,0
James,Singleton,80,215,25,SF,Murray State,0,Clippers,42,70,24,57,19,56,52,31,52,54,45,54,62,62,68,62,625000,0,0,0,0,0,0
Zeljko,Rebraca,84,265,34,C,Serbia & Montenegro,4,Clippers,53,68,5,47,10,39,57,10,62,40,68,43,53,47,78,53,3000000,3000000,3000000,0,0,0,0
Walter,McCarty,82,230,32,SF,Kentucky,9,Clippers,40,49,27,55,20,53,44,28,45,52,29,28,43,59,60,51,1035000,0,0,0,0,0,0
Boniface,Ndong,84,205,29,C,N/A,0,FA,49,45,5,59,11,40,54,15,59,41,64,55,51,44,64,60,0,0,0,0,0,0,0
Vin,Baker,83,240,35,PF,Hartford,12,Clippers,53,64,5,41,11,42,58,32,56,55,56,37,58,61,73,51,1138500,0,0,0,0,0,0
Yaroslav,Korolev,81,203,19,SF,Russia,0,FA,40,45,9,59,15,55,36,39,43,52,20,27,33,58,50,81,0,0,0,0,0,0,0
Anthony,Goldwire,74,182,35,PG,Houston,7,FA,48,45,5,63,19,68,22,48,40,43,6,8,16,45,33,48,0,0,0,0,0,0,0
Kobe,Bryant,78,220,28,SG,Lower Merion HS (PA),9,Lakers,93,77,76,44,52,88,43,69,60,70,18,17,44,90,56,58,15946875,17718750,19490625,21262500,23034375,24806250,0
Lamar,Odom,82,230,27,SF,Rhode Island,6,Lakers,56,61,74,55,61,56,62,32,45,48,40,45,70,65,75,64,11465500,12489000,13524000,14559000,0,0,0
Smush,Parker,76,180,25,PG,Fordham,2,Lakers,43,61,75,69,52,75,28,68,63,75,12,11,34,52,42,66,725248,798112,0,0,0,0,0
Brian,Cook,81,258,26,SF,Illinois,2,Lakers,43,75,64,59,27,58,46,23,48,51,40,43,49,60,67,71,865800,1514284,2213883,0,0,0,0
Chris,Mihm,84,265,27,C,Texas,5,Lakers,64,64,5,50,24,42,57,14,62,35,69,65,58,52,81,64,3796875,4218750,0,0,0,0,0
Kwame,Brown,83,243,24,PF,Glynn Academy HS (GA),4,Lakers,59,46,5,51,23,40,59,18,48,40,50,64,55,58,72,76,7500000,8287500,9075000,0,0,0,0
Devean,George,80,235,29,SF,Augsburg,6,Lakers,39,59,59,61,26,54,50,49,59,66,42,41,50,59,65,60,5000600,0,0,0,0,0,0
Luke,Walton,80,232,26,PF,Arizona,2,Lakers,48,67,43,58,39,42,50,35,41,55,38,50,49,49,66,63,1250000,1250000,0,0,0,0,0
Sasha,Vujacic,79,195,22,SG,Slovenia,1,Lakers,31,80,65,73,35,57,29,45,50,59,10,19,35,58,48,86,910440,973920,1756951,2065559,0,0,0
Laron,Profit,77,204,29,SG,Maryland,3,FA,39,80,13,42,19,67,43,60,54,61,26,20,40,70,51,57,0,0,0,0,0,0,0
Andrew,Bynum,84,275,19,C,St. Joseph HS (NJ),0,Lakers,48,22,5,50,11,36,56,17,66,40,72,57,49,46,78,99,1888680,2030280,2172000,2769300,3771786,0,0
Ronny,Turiaf,82,249,23,PF,Gonzaga,0,Lakers,52,48,5,57,12,41,54,19,57,46,60,43,49,59,70,77,398762,664209,770610,0,0,0,0
Devin,Green,79,210,24,SG,Hampton,0,FA,46,54,5,60,13,60,35,50,45,53,12,25,30,68,47,76,0,0,0,0,0,0,0
Jim,Jackson,78,220,36,SF,Ohio State,13,Lakers,37,61,44,48,26,55,44,34,46,53,28,24,49,55,63,49,1138500,0,0,0,0,0,0
Von,Wafer,77,210,21,SG,Florida State,0,FA,47,45,11,86,14,64,26,46,50,59,12,24,24,66,44,99,0,0,0,0,0,0,0
Aaron,McKie,77,209,34,SG,Temple,11,Lakers,48,45,5,87,17,58,37,60,50,59,12,17,33,61,48,50,2500000,2762500,0,0,0,0,0
Slava,Medvedenko,82,253,27,PF,Ukraine,5,FA,51,45,5,58,23,42,46,14,37,36,31,27,30,45,61,0,0,0,0,0,0,0,0
Shawn,Marion,79,228,28,PF,UNLV,6,Suns,83,73,68,61,31,54,83,71,66,74,64,55,81,56,83,55,13770000,15070000,16440000,17180000,0,0,0
Steve,Nash,75,195,32,PG,Santa Clara,9,Suns,49,84,90,53,100,92,38,46,39,46,9,13,42,58,47,50,9625000,10500000,11375000,12250000,13125000,0,0
Raja,Bell,77,210,30,SG,Florida International,5,Suns,54,71,93,73,42,66,29,35,44,51,15,12,29,59,46,50,4250000,4500000,4750000,5000000,5250000,0,0
Boris,Diaw,80,215,24,SF,France,2,Suns,55,65,17,60,72,59,55,26,47,44,54,44,57,66,65,88,1127280,1795757,2587685,0,0,0,0
Eddie,House,73,175,28,PG,Arizona State,5,Suns,43,72,79,65,38,93,30,57,49,57,15,10,33,50,40,65,835810,932015,0,0,0,0,0
Leandro,Barbosa,75,188,24,PG,Brazil,2,Suns,43,68,91,64,41,86,26,44,47,57,8,16,30,56,40,78,930600,1679733,2502802,0,0,0,0
James,Jones,80,215,26,SF,Miami (Fla.),2,Suns,41,77,79,68,21,60,53,33,49,49,50,23,47,63,61,64,2400000,2652000,2904000,3156000,0,0,0
Kurt,Thomas,81,235,34,PF,Texas Christian,10,Suns,60,74,5,57,21,44,60,24,56,44,58,53,75,53,81,48,6620062,7355625,8091187,0,0,0,0
Tim,Thomas,82,240,29,SF,Villanova,8,Suns,44,59,85,49,16,60,48,30,46,53,27,29,58,59,70,54,389063,0,0,0,0,0,0
Pat,Burke,83,250,33,C,Auburn,1,Suns,50,54,5,40,15,41,52,21,61,43,65,48,51,44,74,43,750000,810000,0,0,0,0,0
Brian,Grant,81,254,34,PF,Xavier (Ohio),11,Suns,53,45,5,58,9,41,52,19,45,47,44,42,56,50,75,51,1670000,1800000,0,0,0,0,0
Nikoloz,Tskitishvili,84,225,23,SF,Georgia (Europe),3,Suns,42,56,5,48,9,54,52,40,43,48,32,37,39,64,57,71,745248,798112,0,0,0,0,0
Dijon,Thompson,79,195,23,SG,UCLA,0,FA,49,45,33,47,9,70,32,58,46,50,14,16,22,59,41,94,0,0,0,0,0,0,0
Amare,Stoudemire,82,245,24,C,Cypress Creek (Orlando FL),3,Suns,48,45,5,65,10,42,60,20,56,36,56,41,40,42,67,84,2589022,12000000,13260000,14520000,15780000,17040000,0
Sharrod,Ford,81,225,24,PF,Clemson,0,FA,56,45,5,29,5,43,43,19,49,36,46,31,34,46,58,71,0,0,0,0,0,0,0
Josh,Davis,80,235,26,SF,Wyoming,2,FA,40,45,5,51,14,56,35,56,45,52,17,28,24,55,51,77,0,0,0,0,0,0,0
Zach,Randolph,81,253,25,PF,Michigan State,4,Trail Blazers,84,63,38,46,37,52,54,37,18,47,11,55,58,58,76,72,10666666,12000000,13333333,14666666,16000000,17333333,0
Juan,Dixon,75,164,28,SG,Maryland,3,Trail Blazers,47,72,73,53,36,77,25,47,47,56,9,14,32,66,43,57,2500000,2700000,2900000,0,0,0,0
Sebastian,Telfair,72,160,21,PG,Abraham Lincoln HS (Brooklyn NY),1,Trail Blazers,42,66,67,60,54,85,20,54,54,65,8,10,26,57,36,99,1676280,1793160,2562425,3543834,0,0,0
Steve,Blake,75,172,26,PG,Maryland,2,Trail Blazers,38,71,83,87,59,76,25,50,43,52,7,12,28,49,38,80,1000000,1080000,0,0,0,0,0
Darius,Miles,81,210,25,SF,East St. Louis HS (IL),5,Trail Blazers,67,45,6,41,27,61,53,46,56,58,50,21,49,70,60,82,7250000,7750000,8250000,9000000,9000000,0,0
Jarrett,Jack,75,202,23,PG,Georgia Tech,0,Trail Blazers,45,72,37,62,50,74,27,39,43,53,5,10,35,55,44,87,1058640,1137960,1217400,2002623,2899798,0,0
Martell,Webster,79,210,20,SG,Seattle Prep HS (WA),0,Trail Blazers,35,78,71,54,19,65,38,35,46,50,24,21,37,67,51,99,2586120,2780160,2974080,3771133,5030692,0,0
Viktor,Khryapa,81,210,24,PF,Russia,1,Trail Blazers,53,61,32,52,28,43,46,40,50,57,48,55,51,52,63,82,1095960,1172400,1928598,2792609,0,0,0
Travis,Outlaw,80,220,22,SF,Starkville HS (MS),2,Trail Blazers,42,62,34,58,18,58,52,36,55,54,55,34,48,66,62,99,901800,1530354,2226665,0,0,0,0
Joel,Przybilla,85,255,27,C,Minnesota,5,Trail Blazers,55,45,5,48,18,36,68,13,73,40,81,73,65,51,83,67,1560000,0,0,0,0,0,0
Theo,Ratliff,82,235,33,C,Wyoming,10,Trail Blazers,53,57,5,54,15,36,60,13,68,40,75,54,57,44,74,51,11666666,11666666,11666666,0,0,0,0
Brian,Skinner,81,265,30,C,Baylor,7,Trail Blazers,51,40,5,51,16,36,60,18,66,50,70,61,62,44,83,45,4950000,5400000,5850000,0,0,0,0
Voshon,Lenard,76,215,33,SG,Minnesota,10,Trail Blazers,48,44,64,53,23,68,37,63,55,64,18,14,33,66,50,49,3520000,0,0,0,0,0,0
Ha,Seung-Jin,87,305,21,C,South Korea,1,Trail Blazers,53,39,5,44,5,34,57,17,60,41,65,50,53,45,85,84,641748,744551,0,0,0,0,0
Mike,Bibby,74,190,28,PG,Arizona,7,Kings,54,77,85,64,62,94,25,50,42,51,6,7,27,61,39,64,11500000,12500000,13500000,14500000,0,0,0
Brad,Miller,84,261,30,C,Purdue,7,Kings,66,75,58,57,58,43,65,25,43,45,42,30,62,48,82,48,8750000,9625000,10500000,11375000,12250000,0,0
Shareef,Abdur-Rahim,81,245,30,SF,California,9,Kings,59,70,11,54,35,61,48,26,48,51,41,41,51,71,67,51,5000000,5400000,5800000,6200000,6600000,0,0
Kevin,Martin,79,185,23,SG,Western Carolina,1,Kings,41,77,70,58,28,68,37,53,46,55,11,23,41,69,50,94,937440,1002840,1808120,2668785,0,0,0
Kenny,Thomas,79,245,29,PF,New Mexico,6,Kings,62,60,5,52,43,43,61,39,38,56,34,63,68,52,79,58,6109375,6720312,7331250,7942187,8553125,0,0
Bonzi,Wells,77,210,30,SG,Ball State,7,Kings,63,60,25,45,37,68,48,64,66,76,28,58,57,75,62,50,8000000,0,0,0,0,0,0
Ron,Artest,79,260,27,SF,St. John's,6,Kings,63,60,64,54,47,61,51,72,66,78,37,27,39,72,62,71,6500000,7150000,7800000,8450000,0,0,0
Francisco,Garcia,79,195,25,SF,Louisville,0,Kings,38,69,54,53,31,57,48,40,56,57,53,27,46,65,57,66,1016400,1092600,1168800,1983453,2885924,0,0
Jason,Hart,75,185,28,PG,Syracuse,4,Kings,42,58,28,62,31,73,25,52,53,63,12,13,30,54,40,59,1540000,1680000,0,0,0,0,0
Corliss,Williamson,79,245,33,SF,Arkansas,10,Kings,41,70,16,41,15,57,41,25,43,51,27,33,40,64,61,48,6000000,6500000,0,0,0,0,0
Ronnie,Price,74,190,23,SG,Utah Valley State,0,Kings,35,92,25,53,16,69,29,60,49,59,12,18,26,64,42,83,398762,0,0,0,0,0,0
Jamal,Sampson,83,235,23,PF,California,3,Kings,56,45,5,80,19,41,60,17,50,36,51,34,39,48,62,77,745248,0,0,0,0,0,0
Vitaly,Potapenko,82,285,31,C,Wright State,9,Kings,51,51,5,51,11,37,53,6,50,37,53,58,50,42,79,50,3000000,3315000,0,0,0,0,0
Sergei,Monia,80,220,23,SG,Russia,0,FA,39,63,34,62,19,58,40,36,46,52,23,22,39,65,53,93,0,0,0,0,0,0,0
Ray,Allen,77,205,31,SG,Connecticut,9,SuperSonics,72,82,91,52,48,83,37,63,50,60,11,19,35,70,49,49,13223140,14611570,16000000,17388430,18776860,0,0
Rashard,Lewis,82,215,27,SF,Alief Elsik HS (TX),7,SuperSonics,67,74,79,57,40,68,48,59,53,60,35,31,40,73,56,62,8571429,9350649,10129870,10909091,0,0,0
Luke,Ridnour,73,167,25,PG,Oregon,2,SuperSonics,46,80,52,77,80,80,28,74,61,72,17,14,29,59,38,87,1638000,2425878,3374396,0,0,0,0
Damien,Wilkins,78,225,26,SG,Georgia,1,SuperSonics,38,76,32,53,34,63,31,57,59,70,16,37,31,70,49,78,2500000,2700000,2900000,3100000,3300000,0,0
Nick,Collison,81,255,26,C,Kansas,1,SuperSonics,59,62,5,52,25,41,52,18,55,40,59,70,60,44,80,61,1815000,2501070,3441472,0,0,0,0
Chris,Wilcox,82,235,24,C,Maryland,3,SuperSonics,64,65,5,52,21,44,60,17,51,46,53,58,70,46,81,66,2812239,3577168,0,0,0,0,0
Johan,Petro,84,247,20,C,France,0,SuperSonics,55,55,5,47,12,38,50,20,62,44,66,63,57,43,77,82,936600,1006800,1077120,1939893,2849702,0,0
Robert,Swift,84,245,21,C,Bakersfield HS (CA),1,SuperSonics,58,50,5,45,9,39,59,20,66,42,72,68,64,48,80,99,1764480,1887600,2601112,3579131,0,0,0
Earl,Watson,73,195,27,PG,UCLA,4,SuperSonics,40,60,82,54,61,81,27,54,56,67,12,13,34,54,43,67,5000000,5400000,5800000,6200000,6600000,0,0
Mikki,Moore,84,223,31,C,Nebraska,7,SuperSonics,47,66,5,45,20,39,51,19,57,39,62,59,59,48,73,50,1020000,0,0,0,0,0,0
Danny,Fortson,80,260,30,PF,Cincinnati,8,SuperSonics,54,69,5,35,7,43,44,21,39,44,37,64,58,58,76,51,6415584,6909091,0,0,0,0,0
Mateen,Cleaves,74,210,29,PG,Michigan State,5,FA,41,71,18,73,27,74,26,38,44,52,12,11,23,56,39,52,0,0,0,0,0,0,0
Mike,Wilks,70,180,27,SG,Rice,3,SuperSonics,45,53,11,52,24,68,26,54,51,61,12,17,29,68,42,60,719373,0,0,0,0,0,0
Noel,Felix,81,225,25,SF,Fresno State,0,SuperSonics,40,45,11,40,9,54,47,32,50,53,42,27,38,63,57,87,141782,0,0,0,0,0,0
Primoz,Brezec,85,252,27,C,Slovenia,4,FA,72,65,5,54,20,45,45,6,30,31,30,61,44,46,72,67,0,0,0,0,0,0,0
Raymond,Felton,73,198,22,PG,North Carolina,0,FA,45,65,73,59,74,81,26,60,55,67,7,26,32,55,43,99,0,0,0,0,0,0,0
Brevin,Knight,70,170,31,PG,Stanford,8,FA,62,72,6,75,92,83,22,71,69,85,5,12,33,61,40,52,0,0,0,0,0,0,0
Gerald,Wallace,79,215,24,SF,Alabama,4,FA,59,53,31,52,28,63,62,69,80,84,71,48,59,86,67,79,0,0,0,0,0,0,0
Jumaine,Jones,80,218,27,SF,Georgia,6,FA,44,65,71,59,24,59,43,40,47,58,21,40,53,55,63,63,0,0,0,0,0,0,0
Matt,Carroll,78,212,26,SG,Notre Dame,2,FA,37,74,74,55,18,69,36,50,53,62,18,21,38,73,51,60,0,0,0,0,0,0,0
Melvin,Ely,82,261,28,PF,Fresno State,3,FA,69,59,5,43,27,46,54,20,54,48,56,52,53,62,73,61,0,0,0,0,0,0,0
Kareem,Rush,78,215,26,SG,Missouri,3,FA,42,63,71,48,24,67,38,58,52,60,22,15,32,67,49,79,0,0,0,0,0,0,0
Bernard,Robinson,78,210,26,SF,Michigan,1,FA,45,71,5,51,28,58,38,59,60,77,23,37,48,62,60,83,0,0,0,0,0,0,0
Emeka,Okafor,82,252,24,PF,Connecticut,1,FA,67,58,5,46,17,45,63,26,62,51,65,68,66,63,79,75,0,0,0,0,0,0,0
Jake,Voskuhl,83,255,29,C,Connecticut,5,FA,53,60,5,58,20,40,50,29,61,53,63,59,59,45,80,51,0,0,0,0,0,0,0
Alan,Anderson,78,220,24,SG,Michigan State,0,FA,36,72,70,51,24,65,35,37,46,51,17,28,34,66,50,93,0,0,0,0,0,0,0
Sean,May,81,266,22,PF,North Carolina,0,FA,61,69,5,44,18,46,56,32,54,58,53,61,58,60,77,83,0,0,0,0,0,0,0
Kevin,Burleson,75,205,27,PG,Minnesota,0,FA,35,86,30,60,32,69,23,57,64,77,11,11,24,52,38,63,0,0,0,0,0,0,0
Lonny,Baxter,80,260,27,PF,Maryland,3,FA,49,72,5,46,8,42,55,23,49,51,49,54,52,53,73,65,0,0,0,0,0,0,0
