FirstName,LastName,Height,Weight,Age,Position,College,Experience,Team,InsideScoring,Jumpshot,3P,Handling,Passing,Quickness,PostD,PerimeterD,DriveD,Stealing,Blocking,Oreb,Dreb,Jumping,Strength,Potential,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7
Scott,Padgett,81,240,31,PF,N/A,7,FA,46,38,29,56,10,41,52,22,45,47,45,44,49,51,69,54,0,0,0,0,0,0,0
Monta,Ellis,75,177,22,PG,Lanier HS (Jackson MS),1,Warriors,76,68,49,47,55,90,26,67,63,75,16,19,28,67,38,74,664209,770610,0,0,0,0,0
Baron,Davis,75,215,28,PG,UCLA,7,Warriors,76,67,63,55,85,92,39,68,70,81,26,18,41,82,48,64,15070000,16440000,17180000,0,0,0,0
Jason,Richardson,78,225,26,SG,Michigan State,5,Warriors,55,58,77,63,41,70,50,54,53,58,34,31,43,73,56,69,10000000,11111111,12222222,13333333,14444444,0,0
Mickael,Pietrus,78,215,25,SF,France,3,Warriors,44,57,79,48,21,61,48,28,51,52,51,34,50,69,62,82,2535260,0,0,0,0,0,0
Andris,Biedrins,83,245,21,C,Latvia,2,Warriors,64,44,5,51,28,40,66,31,69,53,73,77,79,42,88,89,1986960,2636695,0,0,0,0,0
Matt,Barnes,79,226,27,SF,UCLA,3,Warriors,43,65,75,54,37,60,52,47,58,64,43,39,56,61,66,60,771331,0,0,0,0,0,0
Al,Harrington,81,245,27,PF,St. Patrick's HS (NJ),8,Warriors,70,61,88,45,38,52,42,24,25,50,19,43,50,51,69,62,7625000,8425625,9226250,10026875,0,0,0
Stephen,Jackson,80,218,29,SG,Oak Hill (VA),6,Warriors,54,73,66,47,54,68,35,47,53,59,27,20,26,76,46,50,6120000,6630000,7140000,7650000,0,0,0
Kelenna,Azubuike,77,220,24,SF,Kentucky,0,Warriors,40,70,77,48,19,62,44,46,50,58,32,32,43,65,59,76,265973,0,0,0,0,0,0
Sarunas,Jasikevicius,76,197,31,PG,Maryland,1,Warriors,37,83,64,52,47,78,26,54,47,57,7,14,26,55,39,44,4000000,4000000,0,0,0,0,0
Anthony,Roberson,74,180,24,SG,Florida,1,FA,40,45,76,51,12,72,27,56,52,63,12,14,30,60,43,96,0,0,0,0,0,0,0
Adonal,Foyle,82,270,32,C,Colgate,9,Warriors,53,36,5,53,14,37,62,16,73,46,80,59,52,45,79,48,8125000,8937500,9750000,0,0,0,0
Josh,Powell,81,225,24,PF,North Carolina State,1,Warriors,51,63,5,44,19,44,53,25,52,44,55,44,52,57,68,64,744551,0,0,0,0,0,0
Patrick,O'Bryant,84,249,21,C,Bradley,0,Warriors,46,57,5,54,14,38,53,32,67,54,71,49,49,50,73,79,2061720,2216400,0,0,0,0,0
Renaldo,Major,79,190,25,SF,Fresno State,0,FA,40,45,5,43,5,56,32,54,43,49,17,17,26,53,44,75,0,0,0,0,0,0,0
Dajuan,Wagner,74,200,24,SG,Memphis,3,FA,52,45,29,53,20,69,24,51,52,61,12,12,22,62,42,67,0,0,0,0,0,0,0
Zarko,Cabarkapa,83,230,26,PF,Serbia & Montenegro,3,Warriors,46,63,12,43,18,45,47,31,46,51,45,45,48,62,65,66,2157096,0,0,0,0,0,0
Elton,Brand,80,254,28,PF,Duke,7,Clippers,91,68,16,48,43,53,67,32,69,50,73,63,57,69,75,56,14248000,15344000,0,0,0,0,0
Corey,Maggette,78,225,28,SF,Duke,7,Clippers,64,74,28,30,47,70,42,31,41,53,12,31,63,88,70,63,7000000,7840000,0,0,0,0,0
Cuttino,Mobley,76,215,32,SG,Rhode Island,8,Clippers,48,76,84,56,42,66,34,56,49,57,17,15,31,66,48,51,7700000,8400000,9100000,9800000,0,0,0
Tim,Thomas,82,240,30,SF,Villanova,9,Clippers,44,63,79,58,45,57,49,27,44,52,27,25,62,58,72,52,5215000,5632200,6049400,6466600,0,0,0
Chris,Kaman,84,265,25,C,Central Michigan,3,Clippers,61,66,5,41,27,40,67,13,66,43,71,53,73,48,89,69,3491767,8600000,9500000,10400000,11300000,12200000,0
Sam,Cassell,75,185,38,PG,Florida State,13,Clippers,54,80,53,64,56,88,30,36,44,51,11,15,37,61,44,51,6850000,6150000,0,0,0,0,0
Shaun,Livingston,79,182,22,PG,Peoria Central HS (IL),2,Clippers,60,63,15,64,58,71,35,53,56,62,31,25,32,63,41,88,3481920,4404628,0,0,0,0,0
Quinton,Ross,78,193,26,SF,Southern Methodist,2,Clippers,43,70,5,76,28,54,35,48,56,65,37,29,34,57,49,73,771331,0,0,0,0,0,0
Jason,Hart,75,185,29,PG,Syracuse,5,Clippers,42,81,27,74,37,75,27,61,58,72,7,14,36,50,44,52,197087,0,0,0,0,0,0
Daniel,Ewing,75,185,24,PG,Duke,1,Clippers,39,70,33,58,38,73,28,59,56,67,11,12,34,53,42,82,664209,0,0,0,0,0,0
James,Singleton,80,230,26,PF,Murray State,1,Clippers,44,68,10,55,16,42,58,34,58,57,59,50,53,55,68,80,675000,0,0,0,0,0,0
Aaron,Williams,81,235,36,C,Xavier (Ohio),12,Clippers,48,74,5,49,9,38,54,22,61,44,65,50,52,44,71,49,1750000,1750000,0,0,0,0,0
Paul,Davis,83,270,23,C,Michigan State,0,Clippers,48,45,5,55,10,38,56,17,60,48,62,58,50,44,78,80,412748,687456,0,0,0,0,0
Doug,Christie,78,205,37,SG,Pepperdine,14,FA,50,45,9,58,17,60,33,46,50,58,19,21,32,64,47,50,0,0,0,0,0,0,0
Yaroslav,Korolev,81,203,20,SF,Russia,1,Clippers,39,45,10,81,17,56,36,70,43,49,17,18,24,55,45,99,1832280,0,0,0,0,0,0
Alvin,Williams,77,195,33,PG,Villanova,8,FA,46,45,5,42,35,68,23,80,48,54,6,14,15,52,33,50,0,0,0,0,0,0,0
Will,Conroy,74,195,25,PG,Washington,0,Clippers,45,45,5,89,27,63,25,33,40,48,7,20,25,52,38,68,91661,0,0,0,0,0,0
Kobe,Bryant,78,220,29,PG,Lower Merion HS (PA),10,Lakers,93,79,72,50,59,97,47,60,53,60,23,19,47,84,53,55,17718750,19490625,21262500,0,0,0,0
Smush,Parker,76,180,26,SG,Fordham,3,Lakers,42,57,75,52,47,68,23,63,60,73,8,15,27,60,41,72,798112,0,0,0,0,0,0
Lamar,Odom,82,230,28,SF,Rhode Island,7,Lakers,57,62,61,48,56,58,64,31,43,49,29,37,82,69,82,60,12489000,13524000,14559000,0,0,0,0
Luke,Walton,80,232,27,SF,Arizona,3,Lakers,44,66,74,59,47,57,48,52,46,56,24,35,44,59,61,57,1250000,0,0,0,0,0,0
Maurice,Evans,77,220,29,SG,Texas,3,Lakers,39,71,61,62,25,65,36,44,43,50,17,38,31,67,48,48,1500000,1500000,0,0,0,0,0
Andrew,Bynum,84,275,20,C,St. Joseph HS (NJ),1,Lakers,62,59,5,47,29,40,64,10,68,32,77,58,70,52,89,99,2030280,2172000,0,0,0,0,0
Brian,Cook,81,258,27,SF,Illinois,3,Lakers,42,64,72,55,29,59,51,26,51,52,45,44,57,59,71,62,1514284,3500000,3500000,0,0,0,0
Ronny,Turiaf,82,249,24,PF,Gonzaga,1,Lakers,57,58,5,56,27,44,51,21,67,43,72,57,59,63,75,95,664209,0,0,0,0,0,0
Vladimir,Radmanovic,82,234,27,SF,Serbia & Montenegro,5,Lakers,41,65,64,47,26,57,46,30,49,54,35,39,50,61,64,69,5215000,5632200,6049400,6466600,0,0,0
Kwame,Brown,83,270,25,C,Glynn Academy HS (GA),5,Lakers,62,36,5,48,29,39,61,28,65,56,68,56,57,50,82,76,8287500,9075000,0,0,0,0,0
Jordan,Farmar,74,180,21,PG,UCLA,0,Lakers,39,63,59,59,42,76,31,66,54,65,12,16,34,50,42,94,939120,1009560,0,0,0,0,0
Sasha,Vujacic,79,195,23,SG,Slovenia,2,Lakers,32,80,71,67,27,65,29,53,54,66,11,22,34,61,47,99,973920,1756951,0,0,0,0,0
Shammond,Williams,73,201,32,PG,North Carolina,6,Lakers,43,45,54,74,25,74,28,61,49,60,6,19,31,47,42,46,1750000,0,0,0,0,0,0
Aaron,McKie,77,209,35,SG,Temple,12,Lakers,63,45,5,58,18,61,36,53,47,56,12,14,36,60,49,50,2500000,0,0,0,0,0,0
Chris,Mihm,84,265,28,C,Texas,6,Lakers,64,64,5,50,24,42,57,14,62,35,69,65,58,52,81,61,4218750,0,0,0,0,0,0
Amare,Stoudemire,82,245,25,C,Cypress Creek (Orlando FL),4,Suns,90,70,5,25,25,51,68,27,61,54,63,60,78,66,87,74,12000000,13260000,14520000,15780000,0,0,0
Leandro,Barbosa,75,188,25,PG,Brazil,3,Suns,51,76,91,68,55,93,26,53,52,62,11,7,30,57,40,81,1679733,5600000,6100000,6600000,7100000,0,0
Steve,Nash,75,195,33,PG,Santa Clara,10,Suns,48,82,94,62,100,91,33,46,37,46,5,9,36,54,44,49,10500000,11375000,12250000,0,0,0,0
Shawn,Marion,79,228,29,SF,UNLV,7,Suns,64,73,65,61,31,64,80,73,72,76,62,46,83,70,81,60,15070000,16440000,0,0,0,0,0
Raja,Bell,77,210,31,SG,Florida International,6,Suns,53,70,91,74,41,66,29,28,35,41,15,13,28,60,46,48,4500000,4750000,5000000,5250000,0,0,0
Boris,Diaw,80,230,25,SF,France,3,Suns,47,60,35,56,66,54,44,19,34,35,34,32,41,56,59,71,1795757,9000000,9000000,9000000,9000000,0,0
James,Jones,80,220,27,SF,Miami (Fla.),3,Suns,37,80,77,67,19,58,52,32,51,49,50,24,43,62,59,70,2652000,2904000,0,0,0,0,0
Kurt,Thomas,81,235,35,PF,Texas Christian,11,Suns,52,71,5,57,14,41,65,19,51,46,51,52,81,50,84,50,7355625,0,0,0,0,0,0
Marcus,Banks,74,200,26,PG,Nevada-Las Vegas,3,Suns,44,72,18,52,36,83,23,50,56,68,11,16,26,60,39,77,3600000,3888000,4176000,4464000,4752000,0,0
Jalen,Rose,80,215,34,SG,Michigan,12,Suns,35,84,61,63,15,64,37,49,46,53,17,14,27,64,47,51,1540000,0,0,0,0,0,0
Pat,Burke,83,250,34,C,Auburn,2,Suns,47,54,23,54,9,39,61,16,55,43,59,51,57,45,77,40,810000,0,0,0,0,0,0
Jumaine,Jones,80,230,28,PF,Georgia,7,Suns,44,45,45,46,6,43,48,28,43,52,41,39,46,49,64,55,998967,0,0,0,0,0,0
Eric,Piatkowski,79,215,37,SG,Nebraska,12,Suns,48,45,40,50,14,64,38,42,41,46,20,17,29,64,47,49,1178348,1219590,0,0,0,0,0
Sean,Marks,82,250,32,PF,California,6,Suns,48,45,5,48,5,42,54,20,47,36,43,27,35,48,62,47,932015,0,0,0,0,0,0
Zach,Randolph,81,215,26,PF,Michigan State,5,Trail Blazers,97,74,30,26,39,58,57,31,19,46,12,60,75,70,78,75,12000000,13333333,14666666,16000000,17333333,0,0
Brandon,Roy,78,229,23,SG,Washington,0,Trail Blazers,60,76,75,58,53,70,38,56,49,58,10,23,39,70,54,80,2681880,2883120,0,0,0,0,0
Jarrett,Jack,75,197,24,PG,Georgia Tech,1,Trail Blazers,44,79,66,60,67,76,25,48,47,57,7,5,29,58,41,71,1137960,1217400,0,0,0,0,0
Travis,Outlaw,81,215,23,SF,Starkville HS (MS),3,Trail Blazers,49,71,26,54,22,60,50,49,64,64,64,34,41,76,57,73,1530354,0,0,0,0,0,0
Ime,Udoka,77,220,30,SF,Portland State,2,Trail Blazers,39,66,81,65,35,54,32,41,45,58,16,35,35,51,55,53,744551,0,0,0,0,0,0
Martell,Webster,79,229,21,SG,Seattle Prep HS (WA),1,Trail Blazers,36,62,74,53,20,61,45,42,42,48,21,20,43,67,56,99,2780160,2974080,0,0,0,0,0
LaMarcus,Aldridge,83,245,22,C,Texas,0,Trail Blazers,64,64,5,56,13,43,53,20,65,41,71,72,51,46,73,81,4027320,4329360,0,0,0,0,0
Jamaal,Magloire,83,265,29,C,Kentucky,6,Trail Blazers,58,46,5,36,15,39,62,16,58,37,63,65,72,53,88,53,8300000,0,0,0,0,0,0
Sergio,Rodriguez,75,168,21,PG,Spain,0,Trail Blazers,39,73,45,60,58,76,25,58,53,65,8,17,32,48,40,88,912000,980400,0,0,0,0,0
Dan,Dickau,72,180,29,PG,Gonzaga,4,Trail Blazers,39,71,39,68,34,80,23,46,48,59,8,12,26,56,37,53,2500000,2800000,0,0,0,0,0
Fred,Jones,74,220,28,SG,Oregon,4,Trail Blazers,36,75,58,58,33,65,33,50,54,61,22,16,30,69,48,56,3100000,3300000,0,0,0,0,0
Raef,LaFrentz,83,245,31,PF,Kansas,8,Trail Blazers,48,69,7,53,11,41,52,19,52,47,54,50,51,53,70,51,10905000,0,0,0,0,0,0
Joel,Przybilla,85,255,28,C,Minnesota,6,Trail Blazers,48,29,5,45,12,32,55,17,72,41,80,63,61,44,81,56,5215000,5762575,6310150,6857725,0,0,0
Stephen,Graham,78,215,25,SG,Oklahoma State,1,FA,54,45,21,44,10,62,33,39,46,54,15,21,31,64,49,71,0,0,0,0,0,0,0
Luke,Schenscher,85,265,25,C,Georgia Tech,1,Trail Blazers,47,45,5,51,5,35,54,20,60,42,64,58,53,44,78,60,140222,0,0,0,0,0,0
Jeremy,Richardson,79,195,23,SF,Delta State,0,FA,42,45,32,42,5,60,31,50,41,46,17,20,24,52,45,98,0,0,0,0,0,0,0
Darius,Miles,81,222,26,SF,East St. Louis HS (IL),6,Trail Blazers,67,45,6,41,27,61,55,45,56,58,50,21,49,70,62,77,7750000,8250000,9000000,9000000,0,0,0
Kevin,Martin,79,185,24,SG,Western Carolina,2,Kings,63,76,79,57,39,79,34,61,49,60,8,20,39,84,50,80,1002840,1808120,0,0,0,0,0
Mike,Bibby,73,190,29,PG,Arizona,8,Kings,52,75,76,58,61,92,30,59,46,57,5,11,33,60,42,54,12500000,13500000,14500000,0,0,0,0
Ron,Artest,79,260,28,SF,St. John's,7,Kings,64,66,73,56,46,65,52,64,65,79,33,31,54,80,70,58,7150000,7800000,0,0,0,0,0
Shareef,Abdur-Rahim,81,245,31,C,California,10,Kings,63,65,7,50,36,44,48,21,42,51,40,44,51,48,73,52,5400000,5800000,6200000,6600000,0,0,0
John,Salmons,78,207,28,SF,Miami (Fla.),4,Kings,41,70,57,60,55,56,39,47,49,59,25,18,41,62,56,63,4400000,4752000,5104000,5456000,5808000,0,0
Corliss,Williamson,79,245,34,SF,Arkansas,11,Kings,62,63,5,40,18,62,40,23,44,50,27,37,47,69,65,51,6500000,0,0,0,0,0,0
Brad,Miller,84,261,31,C,Purdue,8,Kings,58,69,15,58,46,39,66,22,51,46,53,39,66,44,84,49,9625000,10500000,11375000,12250000,0,0,0
Francisco,Garcia,79,195,26,SF,Louisville,1,Kings,38,75,64,55,29,59,43,36,55,58,50,31,44,64,56,69,1092600,1168800,0,0,0,0,0
Kenny,Thomas,79,245,30,PF,New Mexico,7,Kings,56,43,5,47,26,41,54,31,41,54,38,64,62,48,76,46,6720312,7331250,7942187,8553125,0,0,0
Ronnie,Price,74,190,24,PG,Utah Valley State,1,Kings,40,59,48,58,31,78,29,57,58,70,13,16,30,58,40,72,664209,0,0,0,0,0,0
Justin,Williams,82,230,23,PF,Wyoming,0,Kings,66,29,5,46,7,45,57,18,57,44,60,77,62,64,73,75,285145,0,0,0,0,0,0
Quincy,Douby,75,175,23,PG,Rutgers,0,Kings,40,65,29,62,18,77,29,66,54,63,16,16,25,53,36,78,1240920,1333920,0,0,0,0,0
Maurice,Taylor,81,265,31,PF,Michigan,8,FA,47,54,5,52,12,41,54,27,45,53,43,48,50,55,73,48,0,0,0,0,0,0,0
Vitaly,Potapenko,82,285,32,C,Wright State,10,Kings,40,45,5,30,5,32,54,14,52,34,51,33,37,38,72,48,3674584,0,0,0,0,0,0
Ray,Allen,77,205,32,SG,Connecticut,10,SuperSonics,72,82,82,49,50,83,33,66,52,62,10,21,35,74,49,48,14611570,16000000,17388430,18776860,0,0,0
Rashard,Lewis,82,230,28,SF,Alief Elsik HS (TX),8,SuperSonics,70,76,86,56,40,68,56,50,48,54,33,31,53,70,66,61,9350649,0,0,0,0,0,0
Chris,Wilcox,82,235,25,PF,Maryland,4,SuperSonics,75,60,5,51,25,48,56,30,34,52,29,50,65,60,76,69,6250000,6500000,6750000,0,0,0,0
Nick,Collison,82,255,27,C,Kansas,2,SuperSonics,59,69,5,50,27,40,60,14,51,44,52,70,68,43,85,74,2501070,5750000,6250000,6250000,6750000,0,0
Luke,Ridnour,73,167,26,PG,Oregon,3,SuperSonics,45,73,63,59,72,82,25,56,55,65,18,11,26,58,37,75,2425878,6500000,6500000,6500000,0,0,0
Earl,Watson,73,195,28,PG,UCLA,5,SuperSonics,42,65,67,60,79,77,32,71,61,71,21,13,29,58,40,58,5400000,5800000,6200000,6600000,0,0,0
Damien,Wilkins,78,225,27,SG,Georgia,2,SuperSonics,36,80,66,53,43,62,31,61,59,70,16,34,28,66,48,68,2700000,2900000,0,0,0,0,0
Johan,Petro,84,247,21,C,France,1,SuperSonics,58,57,5,48,20,40,53,27,57,50,58,49,61,40,79,81,1006800,1077120,0,0,0,0,0
Mickael,Gelabale,79,215,24,SF,France,0,SuperSonics,41,72,24,58,23,55,44,31,46,49,35,37,40,60,56,81,802000,802000,0,0,0,0,0
Mike,Wilks,70,180,28,PG,Rice,4,SuperSonics,42,71,16,67,42,80,24,45,49,57,13,20,30,56,39,56,798112,0,0,0,0,0,0
Andre,Brown,81,245,26,PF,DePaul,0,SuperSonics,54,52,5,32,7,44,58,26,45,48,44,50,52,50,70,72,256802,0,0,0,0,0,0
Mouhamed,Sene,83,230,21,C,Senegal,0,SuperSonics,46,51,5,44,5,39,55,22,66,43,71,55,53,51,72,76,1958640,2105520,0,0,0,0,0
Danny,Fortson,80,260,31,C,Cincinnati,9,SuperSonics,49,69,5,40,5,38,51,17,52,38,56,57,60,45,80,52,6596990,0,0,0,0,0,0
Andreas,Glyniadakis,85,280,26,C,N/A,0,FA,49,45,5,38,6,35,48,14,52,36,56,43,45,42,77,56,0,0,0,0,0,0,0
Desmon,Farmer,77,220,26,PG,USC,0,FA,50,45,14,86,34,72,26,57,42,47,6,8,16,46,36,69,0,0,0,0,0,0,0
Randy,Livingston,76,209,32,PG,Louisiana State,10,SuperSonics,45,45,5,83,25,60,24,44,40,43,6,10,15,46,34,52,157113,0,0,0,0,0,0
Robert,Swift,84,245,22,C,Bakersfield HS (CA),2,SuperSonics,58,50,5,45,9,39,59,20,66,42,72,68,64,48,80,99,1887600,2601112,0,0,0,0,0
Gerald,Wallace,79,215,25,SF,Alabama,5,FA,65,61,55,50,42,67,57,66,70,78,51,43,58,84,66,82,0,0,0,0,0,0,0
Raymond,Felton,73,198,23,PG,North Carolina,1,FA,48,72,67,56,76,80,28,68,55,67,7,14,31,55,42,81,0,0,0,0,0,0,0
Emeka,Okafor,82,252,25,C,Connecticut,2,FA,72,51,5,52,26,44,77,26,74,49,80,81,79,54,91,90,0,0,0,0,0,0,0
Adam,Morrison,80,205,23,SF,Gonzaga,0,FA,47,63,69,53,42,60,28,20,26,34,5,19,31,54,50,71,0,0,0,0,0,0,0
Matt,Carroll,78,212,27,SF,Notre Dame,3,FA,47,82,85,60,27,65,33,37,42,54,14,19,39,62,55,72,0,0,0,0,0,0,0
Walter,Herrmann,81,225,28,SF,N/A,0,FA,44,69,88,55,15,62,45,32,43,49,24,28,47,58,61,51,0,0,0,0,0,0,0
Sean,May,81,266,23,PF,North Carolina,1,FA,71,69,11,50,27,49,60,21,53,49,54,59,66,60,81,86,0,0,0,0,0,0,0
Brevin,Knight,70,170,32,PG,Stanford,9,FA,55,72,5,67,63,81,23,65,59,73,7,11,32,56,40,51,0,0,0,0,0,0,0
Derek,Anderson,77,195,33,PG,Kentucky,9,FA,38,80,72,72,39,73,26,56,56,67,11,18,29,57,40,51,0,0,0,0,0,0,0
Jake,Voskuhl,83,255,30,C,Connecticut,6,FA,50,60,5,50,22,39,51,27,57,52,58,61,62,48,82,51,0,0,0,0,0,0,0
Primoz,Brezec,85,252,28,C,Slovenia,5,FA,52,55,5,51,15,39,48,17,58,40,62,68,54,46,77,65,0,0,0,0,0,0,0
Jeff,McInnis,76,190,33,PG,North Carolina,9,FA,50,61,5,70,47,70,23,37,45,52,6,16,29,49,40,52,0,0,0,0,0,0,0
Alan,Anderson,78,220,25,SG,Michigan State,1,FA,42,75,22,46,23,65,30,39,46,55,10,26,32,65,49,64,0,0,0,0,0,0,0
Othella,Harrington,81,235,33,PF,Georgetown,10,FA,50,69,5,46,9,43,44,22,40,41,40,42,45,53,65,50,0,0,0,0,0,0,0
Ryan,Hollins,84,230,23,C,UCLA,0,FA,53,52,5,41,5,39,51,23,61,44,65,49,48,53,69,96,0,0,0,0,0,0,0
Eric,Williams,80,220,35,SF,Providence,11,FA,42,49,35,53,13,59,41,38,43,53,20,25,38,60,56,49,0,0,0,0,0,0,0
